step,intersection,time_of_day,phase_used,duration,queue_ns,queue_ew,served_ns,served_ew,throughput,avg_wait_proxy,stops,emergency,explanation
107,0,morning,NS,12,0,4,12,0,12,2.0,4,False,RL: exploiting → 12s green
107,1,morning,EW,12,3,0,0,6,6,1.5,3,False,RL: exploiting → 12s green
107,2,morning,EW,12,5,0,0,5,5,2.5,5,False,RL: exploiting → 12s green
108,0,morning,EW,12,6,0,0,6,6,3.0,6,False,RL: exploiting → 12s green
108,1,morning,NS,12,0,3,6,0,6,1.5,3,False,RL: exploiting → 12s green
108,2,morning,NS,12,0,2,10,0,10,1.0,2,False,RL: exploiting → 12s green
109,0,morning,NS,12,0,3,9,0,9,1.5,3,False,RL: exploiting → 12s green
109,1,morning,EW,12,6,0,0,5,5,3.0,6,False,RL: exploiting → 12s green
109,2,morning,EW,12,6,0,0,6,6,3.0,6,False,RL: exploiting → 12s green
110,0,morning,EW,12,4,0,0,5,5,2.0,4,False,RL: exploiting → 12s green
110,1,morning,NS,12,0,4,12,0,12,2.0,4,False,RL: exploiting → 12s green
110,2,morning,NS,12,0,4,12,0,12,2.0,4,False,RL: exploiting → 12s green
111,0,morning,NS,12,0,4,10,0,10,2.0,4,False,RL: exploiting → 12s green
111,1,morning,EW,12,5,0,0,8,8,2.5,5,True,RL: exploiting → 12s green | Emergency override: granted immediate green to priority approach.
111,2,morning,EW,12,6,0,0,7,7,3.0,6,False,RL: exploiting → 12s green
112,0,morning,EW,12,4,0,0,6,6,2.0,4,False,RL: exploiting → 12s green
112,1,morning,EW,12,10,0,0,4,4,5.0,10,False,RL: exploiting → 12s green
112,2,morning,NS,12,0,4,12,0,12,2.0,4,False,RL: exploiting → 12s green
113,0,morning,NS,12,0,2,9,0,9,1.0,2,False,RL: exploiting → 12s green
113,1,morning,NS,12,4,2,12,0,12,3.0,2,False,RL: exploiting → 12s green
113,2,morning,EW,12,5,0,0,8,8,2.5,5,False,RL: exploiting → 12s green
114,0,morning,EW,12,5,0,0,4,4,2.5,5,False,RL: exploiting → 12s green
114,1,morning,NS,12,0,5,10,0,10,2.5,5,True,RL: exploiting → 12s green | Emergency override: granted immediate green to priority approach.
114,2,morning,NS,12,0,4,8,0,8,2.0,4,False,RL: exploiting → 12s green
115,0,morning,NS,12,0,2,10,0,10,1.0,2,False,RL: exploiting → 12s green
115,1,morning,NS,12,0,7,5,0,5,3.5,7,False,RL: exploiting → 12s green
115,2,morning,EW,12,5,0,0,8,8,2.5,5,False,RL: exploiting → 12s green
116,0,morning,EW,12,4,0,0,6,6,2.0,4,False,RL: exploiting → 12s green
116,1,morning,EW,12,3,0,0,10,10,1.5,3,False,RL: exploiting → 12s green
116,2,morning,NS,12,0,4,8,0,8,2.0,4,False,RL: exploiting → 12s green
117,0,morning,NS,12,0,2,8,0,8,1.0,2,False,RL: exploiting → 12s green
117,1,morning,NS,12,0,4,8,0,8,2.0,4,False,RL: exploiting → 12s green
117,2,morning,EW,12,4,0,0,6,6,2.0,4,False,RL: exploiting → 12s green
118,0,morning,EW,12,5,0,0,6,6,2.5,5,False,RL: exploiting → 12s green
118,1,morning,EW,12,5,0,0,6,6,2.5,5,False,RL: exploiting → 12s green
118,2,morning,NS,12,0,3,10,0,10,1.5,3,False,RL: exploiting → 12s green
119,0,morning,NS,12,0,2,10,0,10,1.0,2,False,RL: exploiting → 12s green
119,1,morning,NS,12,0,2,8,0,8,1.0,2,False,RL: exploiting → 12s green
119,2,morning,EW,12,4,0,0,7,7,2.0,4,False,RL: exploiting → 12s green
120,0,morning,EW,12,6,0,0,6,6,3.0,6,False,RL: exploiting → 12s green
120,1,morning,EW,12,6,0,0,4,4,3.0,6,False,RL: exploiting → 12s green
120,2,morning,NS,12,0,3,7,0,7,1.5,3,False,RL: exploiting → 12s green
121,0,morning,NS,12,0,4,11,0,11,2.0,4,False,RL: exploiting → 12s green
121,1,morning,NS,14,0,2,11,0,11,1.0,2,False,RL: exploring → 14s green
121,2,morning,EW,12,6,0,0,5,5,3.0,6,False,RL: exploiting → 12s green
122,0,morning,EW,12,5,0,0,8,8,2.5,5,False,RL: exploiting → 12s green
122,1,morning,EW,12,3,0,0,6,6,1.5,3,False,RL: exploiting → 12s green
122,2,morning,NS,12,0,4,11,0,11,2.0,4,False,RL: exploiting → 12s green
123,0,morning,NS,12,0,2,9,0,9,1.0,2,False,RL: exploiting → 12s green
123,1,morning,NS,12,0,3,8,0,8,1.5,3,False,RL: exploiting → 12s green
123,2,morning,EW,12,4,0,0,8,8,2.0,4,False,RL: exploiting → 12s green
124,0,morning,EW,12,6,0,0,5,5,3.0,6,False,RL: exploiting → 12s green
124,1,morning,EW,12,6,0,0,7,7,3.0,6,False,RL: exploiting → 12s green
124,2,morning,NS,12,0,3,8,0,8,1.5,3,False,RL: exploiting → 12s green
125,0,morning,NS,12,0,4,12,0,12,2.0,4,False,RL: exploiting → 12s green
125,1,morning,NS,12,0,2,11,0,11,1.0,2,False,RL: exploiting → 12s green
125,2,morning,EW,12,4,0,0,6,6,2.0,4,False,RL: exploiting → 12s green
126,0,morning,EW,12,4,0,0,7,7,2.0,4,False,RL: exploiting → 12s green
126,1,morning,EW,12,5,0,0,6,6,2.5,5,False,RL: exploiting → 12s green
126,2,morning,NS,12,0,2,9,0,9,1.0,2,False,RL: exploiting → 12s green
127,0,morning,NS,12,0,2,8,0,8,1.0,2,False,RL: exploring → 12s green
127,1,morning,NS,12,0,2,11,0,11,1.0,2,False,RL: exploiting → 12s green
127,2,morning,EW,12,3,0,0,4,4,1.5,3,False,RL: exploiting → 12s green
128,0,morning,EW,12,4,0,0,4,4,2.0,4,False,RL: exploiting → 12s green
128,1,morning,EW,12,4,0,0,4,4,2.0,4,False,RL: exploiting → 12s green
128,2,morning,NS,12,0,4,7,0,7,2.0,4,False,RL: exploiting → 12s green
129,0,morning,NS,12,0,3,8,0,8,1.5,3,False,RL: exploiting → 12s green
129,1,morning,NS,12,0,3,7,0,7,1.5,3,False,RL: exploiting → 12s green
129,2,morning,EW,12,4,0,0,6,6,2.0,4,False,RL: exploiting → 12s green
130,0,morning,EW,12,4,0,0,5,5,2.0,4,False,RL: exploiting → 12s green
130,1,morning,EW,12,3,0,0,5,5,1.5,3,True,RL: exploiting → 12s green | Emergency override: granted immediate green to priority approach.
130,2,morning,NS,12,0,4,8,0,8,2.0,4,False,RL: exploiting → 12s green
131,0,morning,NS,12,0,3,8,0,8,1.5,3,False,RL: exploiting → 12s green
131,1,morning,EW,12,9,0,0,4,4,4.5,9,False,RL: exploiting → 12s green
131,2,morning,EW,12,3,0,0,7,7,1.5,3,False,RL: exploiting → 12s green
132,0,morning,EW,12,5,0,0,7,7,2.5,5,False,RL: exploiting → 12s green
132,1,morning,NS,12,3,4,12,0,12,3.5,4,False,RL: exploiting → 12s green
132,2,morning,NS,12,0,4,6,0,6,2.0,4,False,RL: exploiting → 12s green
133,0,morning,NS,14,0,3,10,0,10,1.5,3,False,RL: exploring → 14s green
133,1,morning,EW,12,6,0,0,6,6,3.0,6,False,RL: exploiting → 12s green
133,2,morning,EW,12,6,0,0,7,7,3.0,6,False,RL: exploiting → 12s green
134,0,morning,EW,12,6,0,0,7,7,3.0,6,False,RL: exploiting → 12s green
134,1,morning,NS,12,0,2,9,0,9,1.0,2,False,RL: exploiting → 12s green
134,2,morning,NS,12,0,2,10,0,10,1.0,2,False,RL: exploiting → 12s green
135,0,morning,NS,12,0,3,11,0,11,1.5,3,False,RL: exploiting → 12s green
135,1,morning,EW,12,5,0,0,5,5,2.5,5,False,RL: exploiting → 12s green
135,2,morning,EW,12,6,0,0,4,4,3.0,6,False,RL: exploiting → 12s green
136,0,morning,EW,12,3,0,0,7,7,1.5,3,False,RL: exploiting → 12s green
136,1,morning,NS,12,0,3,9,0,9,1.5,3,False,RL: exploiting → 12s green
136,2,morning,NS,12,0,3,10,0,10,1.5,3,False,RL: exploiting → 12s green
137,0,morning,NS,12,0,3,9,0,9,1.5,3,False,RL: exploiting → 12s green
137,1,morning,EW,12,3,0,0,6,6,1.5,3,False,RL: exploiting → 12s green
137,2,morning,EW,12,5,0,0,6,6,2.5,5,False,RL: exploiting → 12s green
138,0,morning,EW,12,6,0,0,5,5,3.0,6,False,RL: exploiting → 12s green
138,1,morning,NS,12,0,2,6,0,6,1.0,2,False,RL: exploiting → 12s green
138,2,morning,NS,12,0,2,10,0,10,1.0,2,False,RL: exploiting → 12s green
139,0,morning,NS,12,0,4,11,0,11,2.0,4,False,RL: exploiting → 12s green
139,1,morning,EW,12,5,0,0,6,6,2.5,5,False,RL: exploiting → 12s green
139,2,morning,EW,12,6,0,0,6,6,3.0,6,False,RL: exploiting → 12s green
140,0,morning,EW,12,5,0,0,8,8,2.5,5,False,RL: exploiting → 12s green
140,1,morning,NS,12,0,4,8,0,8,2.0,4,False,RL: exploiting → 12s green
140,2,morning,NS,12,0,4,10,0,10,2.0,4,False,RL: exploiting → 12s green
141,0,morning,NS,12,0,3,8,0,8,1.5,3,False,RL: exploiting → 12s green
141,1,morning,EW,12,5,0,0,6,6,2.5,5,False,RL: exploiting → 12s green
141,2,morning,EW,12,4,0,0,7,7,2.0,4,False,RL: exploiting → 12s green
142,0,morning,EW,12,3,0,0,7,7,1.5,3,False,RL: exploiting → 12s green
142,1,morning,NS,12,0,2,10,0,10,1.0,2,False,RL: exploiting → 12s green
142,2,morning,NS,10,0,3,9,0,9,1.5,3,False,RL: exploring → 10s green
143,0,morning,NS,12,0,2,7,0,7,1.0,2,False,RL: exploiting → 12s green
143,1,morning,EW,12,6,0,0,4,4,3.0,6,False,RL: exploiting → 12s green
143,2,morning,EW,12,3,0,0,5,5,1.5,3,False,RL: exploiting → 12s green
144,0,morning,EW,12,4,0,0,5,5,2.0,4,False,RL: exploiting → 12s green
144,1,morning,NS,12,0,2,11,0,11,1.0,2,False,RL: exploiting → 12s green
144,2,morning,NS,12,0,4,8,0,8,2.0,4,False,RL: exploiting → 12s green
145,0,morning,NS,12,0,2,7,0,7,1.0,2,False,RL: exploiting → 12s green
145,1,morning,EW,12,3,0,0,6,6,1.5,3,False,RL: exploiting → 12s green
145,2,morning,EW,12,6,0,0,8,8,3.0,6,False,RL: exploiting → 12s green
146,0,morning,EW,12,6,0,0,5,5,3.0,6,False,RL: exploiting → 12s green
146,1,morning,NS,12,0,3,6,0,6,1.5,3,False,RL: exploiting → 12s green
146,2,morning,NS,12,0,4,11,0,11,2.0,4,False,RL: exploiting → 12s green
147,0,morning,NS,12,0,4,12,0,12,2.0,4,False,RL: exploring → 12s green
147,1,morning,EW,12,3,0,0,5,5,1.5,3,False,RL: exploiting → 12s green
147,2,morning,EW,12,3,0,0,6,6,1.5,3,False,RL: exploiting → 12s green
148,0,morning,EW,12,4,0,0,6,6,2.0,4,False,RL: exploiting → 12s green
148,1,morning,NS,12,0,3,8,0,8,1.5,3,False,RL: exploiting → 12s green
148,2,morning,NS,12,0,4,9,0,9,2.0,4,False,RL: exploiting → 12s green
149,0,morning,NS,12,0,3,8,0,8,1.5,3,False,RL: exploiting → 12s green
149,1,morning,EW,12,4,0,0,7,7,2.0,4,False,RL: exploiting → 12s green
149,2,morning,EW,12,5,0,0,6,6,2.5,5,False,RL: exploiting → 12s green
150,0,morning,EW,14,3,0,0,6,6,1.5,3,True,RL: exploring → 14s green | Emergency override: granted immediate green to priority approach.
150,1,morning,NS,12,0,3,7,0,7,1.5,3,False,RL: exploiting → 12s green
150,2,morning,NS,12,0,4,11,0,11,2.0,4,False,RL: exploiting → 12s green
151,0,morning,EW,12,8,0,0,2,2,4.0,8,False,RL: exploiting → 12s green
151,1,morning,EW,12,5,0,0,5,5,2.5,5,False,RL: exploiting → 12s green
151,2,morning,EW,12,6,0,0,8,8,3.0,6,False,RL: exploiting → 12s green
152,0,morning,NS,12,0,3,11,0,11,1.5,3,False,RL: exploiting → 12s green
152,1,morning,NS,12,0,3,9,0,9,1.5,3,False,RL: exploiting → 12s green
152,2,morning,NS,12,0,3,9,0,9,1.5,3,False,RL: exploiting → 12s green
153,0,morning,EW,12,5,0,0,5,5,2.5,5,False,RL: exploiting → 12s green
153,1,morning,EW,10,4,0,0,5,5,2.0,4,False,RL: exploring → 10s green
153,2,morning,EW,12,3,0,0,7,7,1.5,3,False,RL: exploiting → 12s green
154,0,morning,NS,12,0,3,10,0,10,1.5,3,False,RL: exploiting → 12s green
154,1,morning,NS,12,0,2,8,0,8,1.0,2,False,RL: exploiting → 12s green
154,2,morning,NS,12,0,2,8,0,8,1.0,2,False,RL: exploiting → 12s green
155,0,morning,EW,12,4,0,0,7,7,2.0,4,False,RL: exploiting → 12s green
155,1,morning,EW,12,6,0,0,5,5,3.0,6,False,RL: exploiting → 12s green
155,2,morning,EW,12,6,0,0,6,6,3.0,6,False,RL: exploiting → 12s green
156,0,morning,NS,12,0,4,9,0,9,2.0,4,False,RL: exploiting → 12s green
156,1,morning,NS,12,0,2,12,0,12,1.0,2,False,RL: exploiting → 12s green
156,2,morning,NS,12,0,3,11,0,11,1.5,3,False,RL: exploiting → 12s green
157,0,morning,EW,12,5,0,0,8,8,2.5,5,False,RL: exploiting → 12s green
157,1,morning,EW,12,6,0,0,5,5,3.0,6,False,RL: exploiting → 12s green
157,2,morning,EW,12,5,0,0,6,6,2.5,5,False,RL: exploiting → 12s green
158,0,morning,NS,12,0,4,8,0,8,2.0,4,False,RL: exploiting → 12s green
158,1,morning,NS,12,0,3,12,0,12,1.5,3,False,RL: exploiting → 12s green
158,2,morning,NS,12,0,3,8,0,8,1.5,3,False,RL: exploiting → 12s green
159,0,morning,EW,12,4,0,0,7,7,2.0,4,False,RL: exploiting → 12s green
159,1,morning,EW,12,4,0,0,5,5,2.0,4,False,RL: exploiting → 12s green
159,2,morning,EW,12,5,0,0,7,7,2.5,5,False,RL: exploiting → 12s green
160,0,morning,NS,12,0,2,8,0,8,1.0,2,False,RL: exploiting → 12s green
160,1,morning,NS,12,0,3,10,0,10,1.5,3,False,RL: exploiting → 12s green
160,2,morning,NS,12,0,3,9,0,9,1.5,3,False,RL: exploiting → 12s green
161,0,morning,EW,12,5,0,0,5,5,2.5,5,False,RL: exploiting → 12s green
161,1,morning,EW,12,5,0,0,7,7,2.5,5,False,RL: exploiting → 12s green
161,2,morning,EW,12,5,0,0,5,5,2.5,5,False,RL: exploiting → 12s green
162,0,morning,NS,12,0,3,11,0,11,1.5,3,False,RL: exploiting → 12s green
162,1,morning,NS,12,0,3,9,0,9,1.5,3,False,RL: exploiting → 12s green
162,2,morning,NS,12,0,3,9,0,9,1.5,3,False,RL: exploiting → 12s green
163,0,morning,EW,12,6,0,0,5,5,3.0,6,False,RL: exploiting → 12s green
163,1,morning,EW,12,3,0,0,6,6,1.5,3,False,RL: exploiting → 12s green
163,2,morning,EW,12,5,0,0,5,5,2.5,5,False,RL: exploiting → 12s green
164,0,morning,NS,12,0,4,9,0,9,2.0,4,False,RL: exploiting → 12s green
164,1,morning,NS,12,0,2,8,0,8,1.0,2,False,RL: exploiting → 12s green
164,2,morning,NS,12,0,2,9,0,9,1.0,2,False,RL: exploiting → 12s green
165,0,morning,EW,12,6,0,0,6,6,3.0,6,False,RL: exploiting → 12s green
165,1,morning,EW,12,4,0,0,4,4,2.0,4,False,RL: exploiting → 12s green
165,2,morning,EW,12,3,0,0,6,6,1.5,3,False,RL: exploiting → 12s green
166,0,morning,NS,12,0,4,9,0,9,2.0,4,False,RL: exploiting → 12s green
166,1,morning,NS,12,0,4,8,0,8,2.0,4,False,RL: exploiting → 12s green
166,2,morning,NS,12,0,2,7,0,7,1.0,2,False,RL: exploiting → 12s green
167,0,morning,EW,12,4,0,0,8,8,2.0,4,False,RL: exploiting → 12s green
167,1,morning,EW,12,6,0,0,7,7,3.0,6,False,RL: exploiting → 12s green
167,2,morning,EW,12,4,0,0,5,5,2.0,4,False,RL: exploiting → 12s green
168,0,morning,NS,12,0,2,10,0,10,1.0,2,False,RL: exploiting → 12s green
168,1,morning,NS,12,0,3,11,0,11,1.5,3,False,RL: exploiting → 12s green
168,2,morning,NS,12,0,3,8,0,8,1.5,3,False,RL: exploiting → 12s green
169,0,morning,EW,12,6,0,0,5,5,3.0,6,False,RL: exploiting → 12s green
169,1,morning,EW,12,6,0,0,7,7,3.0,6,False,RL: exploiting → 12s green
169,2,morning,EW,12,4,0,0,5,5,2.0,4,False,RL: exploiting → 12s green
170,0,morning,NS,12,0,3,10,0,10,1.5,3,False,RL: exploiting → 12s green
170,1,morning,NS,12,0,3,12,0,12,1.5,3,False,RL: exploiting → 12s green
170,2,morning,NS,12,0,4,7,0,7,2.0,4,False,RL: exploiting → 12s green
171,0,morning,EW,12,3,0,0,6,6,1.5,3,False,RL: exploiting → 12s green
171,1,morning,EW,12,4,0,0,6,6,2.0,4,False,RL: exploiting → 12s green
171,2,morning,EW,12,4,0,0,7,7,2.0,4,False,RL: exploiting → 12s green
172,0,morning,NS,12,0,3,7,0,7,1.5,3,False,RL: exploiting → 12s green
172,1,morning,NS,12,0,3,7,0,7,1.5,3,False,RL: exploiting → 12s green
172,2,morning,NS,14,0,2,9,0,9,1.0,2,False,RL: exploring → 14s green
173,0,morning,EW,12,3,0,0,6,6,1.5,3,False,RL: exploiting → 12s green
173,1,morning,EW,12,5,0,0,5,5,2.5,5,False,RL: exploiting → 12s green
173,2,morning,EW,12,5,0,0,4,4,2.5,5,False,RL: exploiting → 12s green
174,0,morning,NS,12,0,3,8,0,8,1.5,3,False,RL: exploiting → 12s green
174,1,morning,NS,12,0,4,9,0,9,2.0,4,False,RL: exploiting → 12s green
174,2,morning,NS,12,0,2,8,0,8,1.0,2,True,RL: exploiting → 12s green | Emergency override: granted immediate green to priority approach.
175,0,morning,EW,12,4,0,0,5,5,2.0,4,False,RL: exploiting → 12s green
175,1,morning,EW,12,6,0,0,6,6,3.0,6,False,RL: exploiting → 12s green
175,2,morning,NS,12,0,5,4,0,4,2.5,5,False,RL: exploiting → 12s green
176,0,morning,NS,12,0,3,8,0,8,1.5,3,False,RL: exploiting → 12s green
176,1,morning,NS,12,0,2,12,0,12,1.0,2,False,RL: exploiting → 12s green
176,2,morning,EW,12,6,0,0,9,9,3.0,6,False,RL: exploiting → 12s green
177,0,morning,EW,12,4,0,0,7,7,2.0,4,False,RL: exploiting → 12s green
177,1,morning,EW,12,6,0,0,4,4,3.0,6,False,RL: exploiting → 12s green
177,2,morning,NS,12,0,4,10,0,10,2.0,4,False,RL: exploiting → 12s green
178,0,morning,NS,12,0,4,7,0,7,2.0,4,False,RL: exploiting → 12s green
178,1,morning,NS,12,0,4,9,0,9,2.0,4,False,RL: exploiting → 12s green
178,2,morning,EW,12,3,0,0,7,7,1.5,3,False,RL: exploiting → 12s green
179,0,morning,EW,12,3,0,0,8,8,1.5,3,False,RL: exploiting → 12s green
179,1,morning,EW,12,5,0,0,7,7,2.5,5,False,RL: exploiting → 12s green
179,2,morning,NS,12,0,2,8,0,8,1.0,2,False,RL: exploiting → 12s green
180,0,morning,NS,12,0,4,6,0,6,2.0,4,False,RL: exploiting → 12s green
180,1,morning,NS,12,0,2,10,0,10,1.0,2,False,RL: exploiting → 12s green
180,2,morning,EW,12,5,0,0,6,6,2.5,5,False,RL: exploiting → 12s green
181,0,morning,EW,12,6,0,0,8,8,3.0,6,False,RL: exploiting → 12s green
181,1,morning,EW,12,4,0,0,4,4,2.0,4,False,RL: exploiting → 12s green
181,2,morning,NS,12,0,2,11,0,11,1.0,2,False,RL: exploiting → 12s green
182,0,morning,NS,12,0,2,9,0,9,1.0,2,False,RL: exploiting → 12s green
182,1,morning,NS,12,0,3,9,0,9,1.5,3,False,RL: exploiting → 12s green
182,2,morning,EW,12,6,0,0,5,5,3.0,6,False,RL: exploiting → 12s green
183,0,morning,EW,12,4,0,0,5,5,2.0,4,False,RL: exploiting → 12s green
183,1,morning,EW,12,3,0,0,7,7,1.5,3,False,RL: exploiting → 12s green
183,2,morning,NS,12,0,3,9,0,9,1.5,3,False,RL: exploiting → 12s green
184,0,morning,NS,12,0,4,10,0,10,2.0,4,False,RL: exploiting → 12s green
184,1,morning,NS,12,0,3,9,0,9,1.5,3,False,RL: exploiting → 12s green
184,2,morning,EW,12,6,0,0,7,7,3.0,6,False,RL: exploiting → 12s green
185,0,morning,EW,12,5,0,0,6,6,2.5,5,False,RL: exploiting → 12s green
185,1,morning,EW,12,3,0,0,6,6,1.5,3,False,RL: exploiting → 12s green
185,2,morning,NS,12,0,4,10,0,10,2.0,4,False,RL: exploiting → 12s green
186,0,morning,NS,12,0,2,8,0,8,1.0,2,False,RL: exploiting → 12s green
186,1,morning,NS,12,0,3,8,0,8,1.5,3,False,RL: exploiting → 12s green
186,2,morning,EW,12,6,0,0,6,6,3.0,6,False,RL: exploiting → 12s green
187,0,morning,EW,12,5,0,0,5,5,2.5,5,False,RL: exploiting → 12s green
187,1,morning,EW,12,5,0,0,7,7,2.5,5,False,RL: exploiting → 12s green
187,2,morning,NS,12,0,4,11,0,11,2.0,4,False,RL: exploiting → 12s green
188,0,morning,NS,12,0,2,8,0,8,1.0,2,False,RL: exploiting → 12s green
188,1,morning,NS,12,0,3,11,0,11,1.5,3,False,RL: exploiting → 12s green
188,2,morning,EW,12,4,0,0,6,6,2.0,4,False,RL: exploiting → 12s green
189,0,morning,EW,12,6,0,0,4,4,3.0,6,False,RL: exploiting → 12s green
189,1,morning,EW,12,4,0,0,7,7,2.0,4,False,RL: exploiting → 12s green
189,2,morning,NS,12,0,4,10,0,10,2.0,4,False,RL: exploiting → 12s green
190,0,morning,NS,12,0,4,10,0,10,2.0,4,False,RL: exploiting → 12s green
190,1,morning,NS,12,0,3,9,0,9,1.5,3,False,RL: exploiting → 12s green
190,2,morning,EW,12,3,0,0,8,8,1.5,3,False,RL: exploiting → 12s green
191,0,morning,EW,12,5,0,0,7,7,2.5,5,False,RL: exploiting → 12s green
191,1,morning,EW,12,5,0,0,5,5,2.5,5,False,RL: exploiting → 12s green
191,2,morning,NS,12,0,4,6,0,6,2.0,4,False,RL: exploiting → 12s green
192,0,morning,NS,12,0,4,11,0,11,2.0,4,False,RL: exploiting → 12s green
192,1,morning,NS,12,0,4,10,0,10,2.0,4,False,RL: exploiting → 12s green
192,2,morning,EW,12,5,0,0,8,8,2.5,5,False,RL: exploiting → 12s green
193,0,morning,EW,12,6,0,0,6,6,3.0,6,False,RL: exploiting → 12s green
193,1,morning,EW,12,3,0,0,7,7,1.5,3,False,RL: exploiting → 12s green
193,2,morning,NS,12,0,2,11,0,11,1.0,2,False,RL: exploiting → 12s green
194,0,morning,NS,12,0,4,11,0,11,2.0,4,False,RL: exploiting → 12s green
194,1,morning,NS,12,0,4,6,0,6,2.0,4,False,RL: exploiting → 12s green
194,2,morning,EW,12,5,0,0,4,4,2.5,5,False,RL: exploiting → 12s green
195,0,morning,EW,12,4,0,0,7,7,2.0,4,False,RL: exploiting → 12s green
195,1,morning,EW,12,3,0,0,6,6,1.5,3,False,RL: exploiting → 12s green
195,2,morning,NS,10,0,3,9,0,9,1.5,3,False,RL: exploring → 10s green
196,0,morning,NS,12,0,3,9,0,9,1.5,3,False,RL: exploiting → 12s green
196,1,morning,NS,12,0,4,7,0,7,2.0,4,False,RL: exploiting → 12s green
196,2,morning,EW,12,3,0,0,6,6,1.5,3,False,RL: exploiting → 12s green
197,0,morning,EW,12,6,0,0,7,7,3.0,6,False,RL: exploiting → 12s green
197,1,morning,EW,12,6,0,0,8,8,3.0,6,False,RL: exploiting → 12s green
197,2,morning,NS,12,0,4,8,0,8,2.0,4,False,RL: exploiting → 12s green
198,0,morning,NS,12,0,4,12,0,12,2.0,4,False,RL: exploiting → 12s green
198,1,morning,NS,12,0,4,10,0,10,2.0,4,False,RL: exploiting → 12s green
198,2,morning,EW,12,4,0,0,6,6,2.0,4,False,RL: exploiting → 12s green
199,0,morning,EW,12,3,0,0,6,6,1.5,3,False,RL: exploiting → 12s green
199,1,morning,EW,12,5,0,0,6,6,2.5,5,False,RL: exploiting → 12s green
199,2,morning,NS,12,0,3,8,0,8,1.5,3,False,RL: exploiting → 12s green
200,0,afternoon,NS,12,0,3,7,0,7,1.5,3,False,RL: exploiting → 12s green
200,1,afternoon,NS,12,0,2,8,0,8,1.0,2,False,RL: exploiting → 12s green
200,2,afternoon,EW,12,4,0,0,6,6,2.0,4,False,RL: exploiting → 12s green
201,0,afternoon,EW,12,3,0,0,7,7,1.5,3,False,RL: exploiting → 12s green
201,1,afternoon,EW,12,4,0,0,6,6,2.0,4,False,RL: exploiting → 12s green
201,2,afternoon,NS,12,0,2,8,0,8,1.0,2,False,RL: exploiting → 12s green
202,0,afternoon,NS,12,0,4,7,0,7,2.0,4,False,RL: exploiting → 12s green
202,1,afternoon,NS,12,0,4,7,0,7,2.0,4,False,RL: exploiting → 12s green
202,2,afternoon,EW,12,2,0,0,4,4,1.0,2,False,RL: exploiting → 12s green
203,0,afternoon,EW,12,4,0,0,8,8,2.0,4,False,RL: exploiting → 12s green
203,1,afternoon,EW,12,2,0,0,8,8,1.0,2,False,RL: exploiting → 12s green
203,2,afternoon,NS,12,0,2,6,0,6,1.0,2,False,RL: exploiting → 12s green
204,0,afternoon,NS,12,0,4,8,0,8,2.0,4,False,RL: exploiting → 12s green
204,1,afternoon,NS,12,0,3,5,0,5,1.5,3,False,RL: exploiting → 12s green
204,2,afternoon,EW,12,4,0,0,5,5,2.0,4,False,RL: exploiting → 12s green
205,0,afternoon,EW,12,2,0,0,8,8,1.0,2,False,RL: exploiting → 12s green
205,1,afternoon,EW,12,3,0,0,6,6,1.5,3,False,RL: exploiting → 12s green
205,2,afternoon,NS,12,0,3,6,0,6,1.5,3,False,RL: exploiting → 12s green
206,0,afternoon,NS,12,0,4,5,0,5,2.0,4,False,RL: exploiting → 12s green
206,1,afternoon,NS,12,0,3,6,0,6,1.5,3,False,RL: exploiting → 12s green
206,2,afternoon,EW,12,3,0,0,7,7,1.5,3,False,RL: exploiting → 12s green
207,0,afternoon,EW,14,3,0,0,6,6,1.5,3,False,RL: exploring → 14s green
207,1,afternoon,EW,12,3,0,0,6,6,1.5,3,False,RL: exploiting → 12s green
207,2,afternoon,NS,12,0,2,5,0,5,1.0,2,False,RL: exploiting → 12s green
208,0,afternoon,NS,12,0,4,6,0,6,2.0,4,False,RL: exploiting → 12s green
208,1,afternoon,NS,12,0,3,5,0,5,1.5,3,False,RL: exploiting → 12s green
208,2,afternoon,EW,12,4,0,0,5,5,2.0,4,False,RL: exploiting → 12s green
209,0,afternoon,EW,12,2,0,0,7,7,1.0,2,False,RL: exploiting → 12s green
209,1,afternoon,EW,12,3,0,0,6,6,1.5,3,False,RL: exploiting → 12s green
209,2,afternoon,NS,12,0,2,7,0,7,1.0,2,False,RL: exploiting → 12s green
210,0,afternoon,NS,12,0,4,5,0,5,2.0,4,False,RL: exploiting → 12s green
210,1,afternoon,NS,12,0,2,5,0,5,1.0,2,False,RL: exploiting → 12s green
210,2,afternoon,EW,12,2,0,0,4,4,1.0,2,False,RL: exploiting → 12s green
211,0,afternoon,EW,12,4,0,0,8,8,2.0,4,False,RL: exploiting → 12s green
211,1,afternoon,EW,12,3,0,0,6,6,1.5,3,True,RL: exploiting → 12s green | Emergency override: granted immediate green to priority approach.
211,2,afternoon,NS,12,0,3,4,0,4,1.5,3,False,RL: exploiting → 12s green
212,0,afternoon,NS,12,0,4,7,0,7,2.0,4,False,RL: exploiting → 12s green
212,1,afternoon,EW,12,6,0,0,3,3,3.0,6,False,RL: exploiting → 12s green
212,2,afternoon,EW,12,2,0,0,7,7,1.0,2,False,RL: exploiting → 12s green
213,0,afternoon,EW,12,3,0,0,8,8,1.5,3,False,RL: exploiting → 12s green
