step,intersection,time_of_day,phase_used,duration,queue_ns,queue_ew,served_ns,served_ew,throughput,avg_wait_proxy,stops,emergency,explanation
97,2,morning,EW,12,3,0,0,8,8,1.5,3,False,Fixed plan based on time-of-day profile.
98,0,morning,EW,12,6,0,0,8,8,3.0,6,False,Fixed plan based on time-of-day profile.
98,1,morning,NS,12,0,3,9,0,9,1.5,3,False,Fixed plan based on time-of-day profile.
98,2,morning,NS,12,0,2,9,0,9,1.0,2,False,Fixed plan based on time-of-day profile.
99,0,morning,NS,12,0,3,10,0,10,1.5,3,False,Fixed plan based on time-of-day profile.
99,1,morning,EW,12,4,0,0,5,5,2.0,4,False,Fixed plan based on time-of-day profile.
99,2,morning,EW,12,6,0,0,5,5,3.0,6,False,Fixed plan based on time-of-day profile.
100,0,morning,EW,12,5,0,0,5,5,2.5,5,False,Fixed plan based on time-of-day profile.
100,1,morning,NS,12,0,4,9,0,9,2.0,4,False,Fixed plan based on time-of-day profile.
100,2,morning,NS,12,0,2,12,0,12,1.0,2,False,Fixed plan based on time-of-day profile.
101,0,morning,NS,12,0,3,11,0,11,1.5,3,False,Fixed plan based on time-of-day profile.
101,1,morning,EW,12,6,0,0,7,7,3.0,6,False,Fixed plan based on time-of-day profile.
101,2,morning,EW,12,4,0,0,6,6,2.0,4,False,Fixed plan based on time-of-day profile.
102,0,morning,EW,12,6,0,0,5,5,3.0,6,False,Fixed plan based on time-of-day profile.
102,1,morning,NS,12,0,2,12,0,12,1.0,2,False,Fixed plan based on time-of-day profile.
102,2,morning,NS,12,0,4,10,0,10,2.0,4,False,Fixed plan based on time-of-day profile.
103,0,morning,NS,12,0,3,12,0,12,1.5,3,False,Fixed plan based on time-of-day profile.
103,1,morning,EW,12,4,0,0,5,5,2.0,4,False,Fixed plan based on time-of-day profile.
103,2,morning,EW,12,4,0,0,8,8,2.0,4,False,Fixed plan based on time-of-day profile.
104,0,morning,EW,12,5,0,0,5,5,2.5,5,False,Fixed plan based on time-of-day profile.
104,1,morning,NS,12,0,2,10,0,10,1.0,2,False,Fixed plan based on time-of-day profile.
104,2,morning,NS,12,0,2,10,0,10,1.0,2,False,Fixed plan based on time-of-day profile.
105,0,morning,NS,12,0,4,11,0,11,2.0,4,False,Fixed plan based on time-of-day profile.
105,1,morning,EW,12,3,0,0,5,5,1.5,3,False,Fixed plan based on time-of-day profile.
105,2,morning,EW,12,5,0,0,5,5,2.5,5,False,Fixed plan based on time-of-day profile.
106,0,morning,EW,12,6,0,0,8,8,3.0,6,False,Fixed plan based on time-of-day profile.
106,1,morning,NS,12,0,4,8,0,8,2.0,4,False,Fixed plan based on time-of-day profile.
106,2,morning,NS,12,0,3,11,0,11,1.5,3,False,Fixed plan based on time-of-day profile.
107,0,morning,NS,12,0,4,12,0,12,2.0,4,False,Fixed plan based on time-of-day profile.
107,1,morning,EW,12,3,0,0,6,6,1.5,3,False,Fixed plan based on time-of-day profile.
107,2,morning,EW,12,5,0,0,5,5,2.5,5,False,Fixed plan based on time-of-day profile.
108,0,morning,EW,12,6,0,0,6,6,3.0,6,False,Fixed plan based on time-of-day profile.
108,1,morning,NS,12,0,3,6,0,6,1.5,3,False,Fixed plan based on time-of-day profile.
108,2,morning,NS,12,0,2,10,0,10,1.0,2,False,Fixed plan based on time-of-day profile.
109,0,morning,NS,12,0,3,9,0,9,1.5,3,False,Fixed plan based on time-of-day profile.
109,1,morning,EW,12,6,0,0,5,5,3.0,6,False,Fixed plan based on time-of-day profile.
109,2,morning,EW,12,6,0,0,6,6,3.0,6,False,Fixed plan based on time-of-day profile.
110,0,morning,EW,12,4,0,0,5,5,2.0,4,False,Fixed plan based on time-of-day profile.
110,1,morning,NS,12,0,4,12,0,12,2.0,4,False,Fixed plan based on time-of-day profile.
110,2,morning,NS,12,0,4,12,0,12,2.0,4,False,Fixed plan based on time-of-day profile.
111,0,morning,NS,12,0,4,10,0,10,2.0,4,False,Fixed plan based on time-of-day profile.
111,1,morning,EW,12,5,0,0,8,8,2.5,5,True,Fixed plan based on time-of-day profile. | Emergency override: granted immediate green to priority approach.
111,2,morning,EW,12,6,0,0,7,7,3.0,6,False,Fixed plan based on time-of-day profile.
112,0,morning,EW,12,4,0,0,6,6,2.0,4,False,Fixed plan based on time-of-day profile.
112,1,morning,EW,12,10,0,0,4,4,5.0,10,False,Fixed plan based on time-of-day profile.
112,2,morning,NS,12,0,4,12,0,12,2.0,4,False,Fixed plan based on time-of-day profile.
113,0,morning,NS,12,0,2,9,0,9,1.0,2,False,Fixed plan based on time-of-day profile.
113,1,morning,NS,12,4,2,12,0,12,3.0,2,False,Fixed plan based on time-of-day profile.
113,2,morning,EW,12,5,0,0,8,8,2.5,5,False,Fixed plan based on time-of-day profile.
114,0,morning,EW,12,5,0,0,4,4,2.5,5,False,Fixed plan based on time-of-day profile.
114,1,morning,NS,12,0,5,10,0,10,2.5,5,True,Fixed plan based on time-of-day profile. | Emergency override: granted immediate green to priority approach.
114,2,morning,NS,12,0,4,8,0,8,2.0,4,False,Fixed plan based on time-of-day profile.
115,0,morning,NS,12,0,2,10,0,10,1.0,2,False,Fixed plan based on time-of-day profile.
115,1,morning,NS,12,0,7,5,0,5,3.5,7,False,Fixed plan based on time-of-day profile.
115,2,morning,EW,12,5,0,0,8,8,2.5,5,False,Fixed plan based on time-of-day profile.
116,0,morning,EW,12,4,0,0,6,6,2.0,4,False,Fixed plan based on time-of-day profile.
116,1,morning,EW,12,3,0,0,10,10,1.5,3,False,Fixed plan based on time-of-day profile.
116,2,morning,NS,12,0,4,8,0,8,2.0,4,False,Fixed plan based on time-of-day profile.
117,0,morning,NS,12,0,2,8,0,8,1.0,2,False,Fixed plan based on time-of-day profile.
117,1,morning,NS,12,0,4,8,0,8,2.0,4,False,Fixed plan based on time-of-day profile.
117,2,morning,EW,12,4,0,0,6,6,2.0,4,False,Fixed plan based on time-of-day profile.
118,0,morning,EW,12,5,0,0,6,6,2.5,5,False,Fixed plan based on time-of-day profile.
118,1,morning,EW,12,5,0,0,6,6,2.5,5,False,Fixed plan based on time-of-day profile.
118,2,morning,NS,12,0,3,10,0,10,1.5,3,False,Fixed plan based on time-of-day profile.
119,0,morning,NS,12,0,2,10,0,10,1.0,2,False,Fixed plan based on time-of-day profile.
119,1,morning,NS,12,0,2,8,0,8,1.0,2,False,Fixed plan based on time-of-day profile.
119,2,morning,EW,12,4,0,0,7,7,2.0,4,False,Fixed plan based on time-of-day profile.
120,0,morning,EW,12,6,0,0,6,6,3.0,6,False,Fixed plan based on time-of-day profile.
120,1,morning,EW,12,6,0,0,4,4,3.0,6,False,Fixed plan based on time-of-day profile.
120,2,morning,NS,12,0,3,7,0,7,1.5,3,False,Fixed plan based on time-of-day profile.
121,0,morning,NS,12,0,4,11,0,11,2.0,4,False,Fixed plan based on time-of-day profile.
121,1,morning,NS,12,0,2,11,0,11,1.0,2,False,Fixed plan based on time-of-day profile.
121,2,morning,EW,12,6,0,0,5,5,3.0,6,False,Fixed plan based on time-of-day profile.
122,0,morning,EW,12,5,0,0,8,8,2.5,5,False,Fixed plan based on time-of-day profile.
122,1,morning,EW,12,3,0,0,6,6,1.5,3,False,Fixed plan based on time-of-day profile.
122,2,morning,NS,12,0,4,11,0,11,2.0,4,False,Fixed plan based on time-of-day profile.
123,0,morning,NS,12,0,2,9,0,9,1.0,2,False,Fixed plan based on time-of-day profile.
123,1,morning,NS,12,0,3,8,0,8,1.5,3,False,Fixed plan based on time-of-day profile.
123,2,morning,EW,12,4,0,0,8,8,2.0,4,False,Fixed plan based on time-of-day profile.
124,0,morning,EW,12,6,0,0,5,5,3.0,6,False,Fixed plan based on time-of-day profile.
124,1,morning,EW,12,6,0,0,7,7,3.0,6,False,Fixed plan based on time-of-day profile.
124,2,morning,NS,12,0,3,8,0,8,1.5,3,False,Fixed plan based on time-of-day profile.
125,0,morning,NS,12,0,4,12,0,12,2.0,4,False,Fixed plan based on time-of-day profile.
125,1,morning,NS,12,0,2,11,0,11,1.0,2,False,Fixed plan based on time-of-day profile.
125,2,morning,EW,12,4,0,0,6,6,2.0,4,False,Fixed plan based on time-of-day profile.
126,0,morning,EW,12,4,0,0,7,7,2.0,4,False,Fixed plan based on time-of-day profile.
126,1,morning,EW,12,5,0,0,6,6,2.5,5,False,Fixed plan based on time-of-day profile.
126,2,morning,NS,12,0,2,9,0,9,1.0,2,False,Fixed plan based on time-of-day profile.
127,0,morning,NS,12,0,2,8,0,8,1.0,2,False,Fixed plan based on time-of-day profile.
127,1,morning,NS,12,0,2,11,0,11,1.0,2,False,Fixed plan based on time-of-day profile.
127,2,morning,EW,12,3,0,0,4,4,1.5,3,False,Fixed plan based on time-of-day profile.
128,0,morning,EW,12,4,0,0,4,4,2.0,4,False,Fixed plan based on time-of-day profile.
128,1,morning,EW,12,4,0,0,4,4,2.0,4,False,Fixed plan based on time-of-day profile.
128,2,morning,NS,12,0,4,7,0,7,2.0,4,False,Fixed plan based on time-of-day profile.
129,0,morning,NS,12,0,3,8,0,8,1.5,3,False,Fixed plan based on time-of-day profile.
129,1,morning,NS,12,0,3,7,0,7,1.5,3,False,Fixed plan based on time-of-day profile.
129,2,morning,EW,12,4,0,0,6,6,2.0,4,False,Fixed plan based on time-of-day profile.
130,0,morning,EW,12,4,0,0,5,5,2.0,4,False,Fixed plan based on time-of-day profile.
130,1,morning,EW,12,3,0,0,5,5,1.5,3,True,Fixed plan based on time-of-day profile. | Emergency override: granted immediate green to priority approach.
130,2,morning,NS,12,0,4,8,0,8,2.0,4,False,Fixed plan based on time-of-day profile.
131,0,morning,NS,12,0,3,8,0,8,1.5,3,False,Fixed plan based on time-of-day profile.
131,1,morning,EW,12,9,0,0,4,4,4.5,9,False,Fixed plan based on time-of-day profile.
131,2,morning,EW,12,3,0,0,7,7,1.5,3,False,Fixed plan based on time-of-day profile.
132,0,morning,EW,12,5,0,0,7,7,2.5,5,False,Fixed plan based on time-of-day profile.
132,1,morning,NS,12,3,4,12,0,12,3.5,4,False,Fixed plan based on time-of-day profile.
132,2,morning,NS,12,0,4,6,0,6,2.0,4,False,Fixed plan based on time-of-day profile.
133,0,morning,NS,12,0,3,10,0,10,1.5,3,False,Fixed plan based on time-of-day profile.
133,1,morning,EW,12,6,0,0,6,6,3.0,6,False,Fixed plan based on time-of-day profile.
133,2,morning,EW,12,6,0,0,7,7,3.0,6,False,Fixed plan based on time-of-day profile.
134,0,morning,EW,12,6,0,0,7,7,3.0,6,False,Fixed plan based on time-of-day profile.
134,1,morning,NS,12,0,2,9,0,9,1.0,2,False,Fixed plan based on time-of-day profile.
134,2,morning,NS,12,0,2,10,0,10,1.0,2,False,Fixed plan based on time-of-day profile.
135,0,morning,NS,12,0,3,11,0,11,1.5,3,False,Fixed plan based on time-of-day profile.
135,1,morning,EW,12,5,0,0,5,5,2.5,5,False,Fixed plan based on time-of-day profile.
135,2,morning,EW,12,6,0,0,4,4,3.0,6,False,Fixed plan based on time-of-day profile.
136,0,morning,EW,12,3,0,0,7,7,1.5,3,False,Fixed plan based on time-of-day profile.
136,1,morning,NS,12,0,3,9,0,9,1.5,3,False,Fixed plan based on time-of-day profile.
136,2,morning,NS,12,0,3,10,0,10,1.5,3,False,Fixed plan based on time-of-day profile.
137,0,morning,NS,12,0,3,9,0,9,1.5,3,False,Fixed plan based on time-of-day profile.
137,1,morning,EW,12,3,0,0,6,6,1.5,3,False,Fixed plan based on time-of-day profile.
137,2,morning,EW,12,5,0,0,6,6,2.5,5,False,Fixed plan based on time-of-day profile.
138,0,morning,EW,12,6,0,0,5,5,3.0,6,False,Fixed plan based on time-of-day profile.
138,1,morning,NS,12,0,2,6,0,6,1.0,2,False,Fixed plan based on time-of-day profile.
138,2,morning,NS,12,0,2,10,0,10,1.0,2,False,Fixed plan based on time-of-day profile.
139,0,morning,NS,12,0,4,11,0,11,2.0,4,False,Fixed plan based on time-of-day profile.
139,1,morning,EW,12,5,0,0,6,6,2.5,5,False,Fixed plan based on time-of-day profile.
139,2,morning,EW,12,6,0,0,6,6,3.0,6,False,Fixed plan based on time-of-day profile.
140,0,morning,EW,12,5,0,0,8,8,2.5,5,False,Fixed plan based on time-of-day profile.
140,1,morning,NS,12,0,4,8,0,8,2.0,4,False,Fixed plan based on time-of-day profile.
140,2,morning,NS,12,0,4,10,0,10,2.0,4,False,Fixed plan based on time-of-day profile.
141,0,morning,NS,12,0,3,8,0,8,1.5,3,False,Fixed plan based on time-of-day profile.
141,1,morning,EW,12,5,0,0,6,6,2.5,5,False,Fixed plan based on time-of-day profile.
141,2,morning,EW,12,4,0,0,7,7,2.0,4,False,Fixed plan based on time-of-day profile.
142,0,morning,EW,12,3,0,0,7,7,1.5,3,False,Fixed plan based on time-of-day profile.
142,1,morning,NS,12,0,2,10,0,10,1.0,2,False,Fixed plan based on time-of-day profile.
142,2,morning,NS,12,0,3,9,0,9,1.5,3,False,Fixed plan based on time-of-day profile.
143,0,morning,NS,12,0,2,7,0,7,1.0,2,False,Fixed plan based on time-of-day profile.
143,1,morning,EW,12,6,0,0,4,4,3.0,6,False,Fixed plan based on time-of-day profile.
143,2,morning,EW,12,3,0,0,5,5,1.5,3,False,Fixed plan based on time-of-day profile.
144,0,morning,EW,12,4,0,0,5,5,2.0,4,False,Fixed plan based on time-of-day profile.
144,1,morning,NS,12,0,2,11,0,11,1.0,2,False,Fixed plan based on time-of-day profile.
144,2,morning,NS,12,0,4,8,0,8,2.0,4,False,Fixed plan based on time-of-day profile.
145,0,morning,NS,12,0,2,7,0,7,1.0,2,False,Fixed plan based on time-of-day profile.
145,1,morning,EW,12,3,0,0,6,6,1.5,3,False,Fixed plan based on time-of-day profile.
145,2,morning,EW,12,6,0,0,8,8,3.0,6,False,Fixed plan based on time-of-day profile.
146,0,morning,EW,12,6,0,0,5,5,3.0,6,False,Fixed plan based on time-of-day profile.
146,1,morning,NS,12,0,3,6,0,6,1.5,3,False,Fixed plan based on time-of-day profile.
146,2,morning,NS,12,0,4,11,0,11,2.0,4,False,Fixed plan based on time-of-day profile.
147,0,morning,NS,12,0,4,12,0,12,2.0,4,False,Fixed plan based on time-of-day profile.
147,1,morning,EW,12,3,0,0,5,5,1.5,3,False,Fixed plan based on time-of-day profile.
147,2,morning,EW,12,3,0,0,6,6,1.5,3,False,Fixed plan based on time-of-day profile.
148,0,morning,EW,12,4,0,0,6,6,2.0,4,False,Fixed plan based on time-of-day profile.
148,1,morning,NS,12,0,3,8,0,8,1.5,3,False,Fixed plan based on time-of-day profile.
148,2,morning,NS,12,0,4,9,0,9,2.0,4,False,Fixed plan based on time-of-day profile.
149,0,morning,NS,12,0,3,8,0,8,1.5,3,False,Fixed plan based on time-of-day profile.
149,1,morning,EW,12,4,0,0,7,7,2.0,4,False,Fixed plan based on time-of-day profile.
149,2,morning,EW,12,5,0,0,6,6,2.5,5,False,Fixed plan based on time-of-day profile.
150,0,morning,EW,12,3,0,0,6,6,1.5,3,True,Fixed plan based on time-of-day profile. | Emergency override: granted immediate green to priority approach.
150,1,morning,NS,12,0,3,7,0,7,1.5,3,False,Fixed plan based on time-of-day profile.
150,2,morning,NS,12,0,4,11,0,11,2.0,4,False,Fixed plan based on time-of-day profile.
151,0,morning,EW,12,8,0,0,2,2,4.0,8,False,Fixed plan based on time-of-day profile.
151,1,morning,EW,12,5,0,0,5,5,2.5,5,False,Fixed plan based on time-of-day profile.
151,2,morning,EW,12,6,0,0,8,8,3.0,6,False,Fixed plan based on time-of-day profile.
152,0,morning,NS,12,0,3,11,0,11,1.5,3,False,Fixed plan based on time-of-day profile.
152,1,morning,NS,12,0,3,9,0,9,1.5,3,False,Fixed plan based on time-of-day profile.
152,2,morning,NS,12,0,3,9,0,9,1.5,3,False,Fixed plan based on time-of-day profile.
153,0,morning,EW,12,5,0,0,5,5,2.5,5,False,Fixed plan based on time-of-day profile.
153,1,morning,EW,12,4,0,0,5,5,2.0,4,False,Fixed plan based on time-of-day profile.
153,2,morning,EW,12,3,0,0,7,7,1.5,3,False,Fixed plan based on time-of-day profile.
154,0,morning,NS,12,0,3,10,0,10,1.5,3,False,Fixed plan based on time-of-day profile.
154,1,morning,NS,12,0,2,8,0,8,1.0,2,False,Fixed plan based on time-of-day profile.
154,2,morning,NS,12,0,2,8,0,8,1.0,2,False,Fixed plan based on time-of-day profile.
155,0,morning,EW,12,4,0,0,7,7,2.0,4,False,Fixed plan based on time-of-day profile.
155,1,morning,EW,12,6,0,0,5,5,3.0,6,False,Fixed plan based on time-of-day profile.
155,2,morning,EW,12,6,0,0,6,6,3.0,6,False,Fixed plan based on time-of-day profile.
156,0,morning,NS,12,0,4,9,0,9,2.0,4,False,Fixed plan based on time-of-day profile.
156,1,morning,NS,12,0,2,12,0,12,1.0,2,False,Fixed plan based on time-of-day profile.
156,2,morning,NS,12,0,3,11,0,11,1.5,3,False,Fixed plan based on time-of-day profile.
157,0,morning,EW,12,5,0,0,8,8,2.5,5,False,Fixed plan based on time-of-day profile.
157,1,morning,EW,12,6,0,0,5,5,3.0,6,False,Fixed plan based on time-of-day profile.
157,2,morning,EW,12,5,0,0,6,6,2.5,5,False,Fixed plan based on time-of-day profile.
158,0,morning,NS,12,0,4,8,0,8,2.0,4,False,Fixed plan based on time-of-day profile.
158,1,morning,NS,12,0,3,12,0,12,1.5,3,False,Fixed plan based on time-of-day profile.
158,2,morning,NS,12,0,3,8,0,8,1.5,3,False,Fixed plan based on time-of-day profile.
159,0,morning,EW,12,4,0,0,7,7,2.0,4,False,Fixed plan based on time-of-day profile.
159,1,morning,EW,12,4,0,0,5,5,2.0,4,False,Fixed plan based on time-of-day profile.
159,2,morning,EW,12,5,0,0,7,7,2.5,5,False,Fixed plan based on time-of-day profile.
160,0,morning,NS,12,0,2,8,0,8,1.0,2,False,Fixed plan based on time-of-day profile.
160,1,morning,NS,12,0,3,10,0,10,1.5,3,False,Fixed plan based on time-of-day profile.
160,2,morning,NS,12,0,3,9,0,9,1.5,3,False,Fixed plan based on time-of-day profile.
161,0,morning,EW,12,5,0,0,5,5,2.5,5,False,Fixed plan based on time-of-day profile.
161,1,morning,EW,12,5,0,0,7,7,2.5,5,False,Fixed plan based on time-of-day profile.
161,2,morning,EW,12,5,0,0,5,5,2.5,5,False,Fixed plan based on time-of-day profile.
162,0,morning,NS,12,0,3,11,0,11,1.5,3,False,Fixed plan based on time-of-day profile.
162,1,morning,NS,12,0,3,9,0,9,1.5,3,False,Fixed plan based on time-of-day profile.
162,2,morning,NS,12,0,3,9,0,9,1.5,3,False,Fixed plan based on time-of-day profile.
163,0,morning,EW,12,6,0,0,5,5,3.0,6,False,Fixed plan based on time-of-day profile.
163,1,morning,EW,12,3,0,0,6,6,1.5,3,False,Fixed plan based on time-of-day profile.
163,2,morning,EW,12,5,0,0,5,5,2.5,5,False,Fixed plan based on time-of-day profile.
164,0,morning,NS,12,0,4,9,0,9,2.0,4,False,Fixed plan based on time-of-day profile.
164,1,morning,NS,12,0,2,8,0,8,1.0,2,False,Fixed plan based on time-of-day profile.
164,2,morning,NS,12,0,2,9,0,9,1.0,2,False,Fixed plan based on time-of-day profile.
165,0,morning,EW,12,6,0,0,6,6,3.0,6,False,Fixed plan based on time-of-day profile.
165,1,morning,EW,12,4,0,0,4,4,2.0,4,False,Fixed plan based on time-of-day profile.
165,2,morning,EW,12,3,0,0,6,6,1.5,3,False,Fixed plan based on time-of-day profile.
166,0,morning,NS,12,0,4,9,0,9,2.0,4,False,Fixed plan based on time-of-day profile.
166,1,morning,NS,12,0,4,8,0,8,2.0,4,False,Fixed plan based on time-of-day profile.
166,2,morning,NS,12,0,2,7,0,7,1.0,2,False,Fixed plan based on time-of-day profile.
167,0,morning,EW,12,4,0,0,8,8,2.0,4,False,Fixed plan based on time-of-day profile.
167,1,morning,EW,12,6,0,0,7,7,3.0,6,False,Fixed plan based on time-of-day profile.
167,2,morning,EW,12,4,0,0,5,5,2.0,4,False,Fixed plan based on time-of-day profile.
168,0,morning,NS,12,0,2,10,0,10,1.0,2,False,Fixed plan based on time-of-day profile.
168,1,morning,NS,12,0,3,11,0,11,1.5,3,False,Fixed plan based on time-of-day profile.
168,2,morning,NS,12,0,3,8,0,8,1.5,3,False,Fixed plan based on time-of-day profile.
169,0,morning,EW,12,6,0,0,5,5,3.0,6,False,Fixed plan based on time-of-day profile.
169,1,morning,EW,12,6,0,0,7,7,3.0,6,False,Fixed plan based on time-of-day profile.
169,2,morning,EW,12,4,0,0,5,5,2.0,4,False,Fixed plan based on time-of-day profile.
170,0,morning,NS,12,0,3,10,0,10,1.5,3,False,Fixed plan based on time-of-day profile.
170,1,morning,NS,12,0,3,12,0,12,1.5,3,False,Fixed plan based on time-of-day profile.
170,2,morning,NS,12,0,4,7,0,7,2.0,4,False,Fixed plan based on time-of-day profile.
171,0,morning,EW,12,3,0,0,6,6,1.5,3,False,Fixed plan based on time-of-day profile.
171,1,morning,EW,12,4,0,0,6,6,2.0,4,False,Fixed plan based on time-of-day profile.
171,2,morning,EW,12,4,0,0,7,7,2.0,4,False,Fixed plan based on time-of-day profile.
172,0,morning,NS,12,0,3,7,0,7,1.5,3,False,Fixed plan based on time-of-day profile.
172,1,morning,NS,12,0,3,7,0,7,1.5,3,False,Fixed plan based on time-of-day profile.
172,2,morning,NS,12,0,2,9,0,9,1.0,2,False,Fixed plan based on time-of-day profile.
173,0,morning,EW,12,3,0,0,6,6,1.5,3,False,Fixed plan based on time-of-day profile.
173,1,morning,EW,12,5,0,0,5,5,2.5,5,False,Fixed plan based on time-of-day profile.
173,2,morning,EW,12,5,0,0,4,4,2.5,5,False,Fixed plan based on time-of-day profile.
174,0,morning,NS,12,0,3,8,0,8,1.5,3,False,Fixed plan based on time-of-day profile.
174,1,morning,NS,12,0,4,9,0,9,2.0,4,False,Fixed plan based on time-of-day profile.
174,2,morning,NS,12,0,2,8,0,8,1.0,2,True,Fixed plan based on time-of-day profile. | Emergency override: granted immediate green to priority approach.
175,0,morning,EW,12,4,0,0,5,5,2.0,4,False,Fixed plan based on time-of-day profile.
175,1,morning,EW,12,6,0,0,6,6,3.0,6,False,Fixed plan based on time-of-day profile.
175,2,morning,NS,12,0,5,4,0,4,2.5,5,False,Fixed plan based on time-of-day profile.
176,0,morning,NS,12,0,3,8,0,8,1.5,3,False,Fixed plan based on time-of-day profile.
176,1,morning,NS,12,0,2,12,0,12,1.0,2,False,Fixed plan based on time-of-day profile.
176,2,morning,EW,12,6,0,0,9,9,3.0,6,False,Fixed plan based on time-of-day profile.
177,0,morning,EW,12,4,0,0,7,7,2.0,4,False,Fixed plan based on time-of-day profile.
177,1,morning,EW,12,6,0,0,4,4,3.0,6,False,Fixed plan based on time-of-day profile.
177,2,morning,NS,12,0,4,10,0,10,2.0,4,False,Fixed plan based on time-of-day profile.
178,0,morning,NS,12,0,4,7,0,7,2.0,4,False,Fixed plan based on time-of-day profile.
178,1,morning,NS,12,0,4,9,0,9,2.0,4,False,Fixed plan based on time-of-day profile.
178,2,morning,EW,12,3,0,0,7,7,1.5,3,False,Fixed plan based on time-of-day profile.
179,0,morning,EW,12,3,0,0,8,8,1.5,3,False,Fixed plan based on time-of-day profile.
179,1,morning,EW,12,5,0,0,7,7,2.5,5,False,Fixed plan based on time-of-day profile.
179,2,morning,NS,12,0,2,8,0,8,1.0,2,False,Fixed plan based on time-of-day profile.
180,0,morning,NS,12,0,4,6,0,6,2.0,4,False,Fixed plan based on time-of-day profile.
180,1,morning,NS,12,0,2,10,0,10,1.0,2,False,Fixed plan based on time-of-day profile.
180,2,morning,EW,12,5,0,0,6,6,2.5,5,False,Fixed plan based on time-of-day profile.
181,0,morning,EW,12,6,0,0,8,8,3.0,6,False,Fixed plan based on time-of-day profile.
181,1,morning,EW,12,4,0,0,4,4,2.0,4,False,Fixed plan based on time-of-day profile.
181,2,morning,NS,12,0,2,11,0,11,1.0,2,False,Fixed plan based on time-of-day profile.
182,0,morning,NS,12,0,2,9,0,9,1.0,2,False,Fixed plan based on time-of-day profile.
182,1,morning,NS,12,0,3,9,0,9,1.5,3,False,Fixed plan based on time-of-day profile.
182,2,morning,EW,12,6,0,0,5,5,3.0,6,False,Fixed plan based on time-of-day profile.
183,0,morning,EW,12,4,0,0,5,5,2.0,4,False,Fixed plan based on time-of-day profile.
183,1,morning,EW,12,3,0,0,7,7,1.5,3,False,Fixed plan based on time-of-day profile.
183,2,morning,NS,12,0,3,9,0,9,1.5,3,False,Fixed plan based on time-of-day profile.
184,0,morning,NS,12,0,4,10,0,10,2.0,4,False,Fixed plan based on time-of-day profile.
184,1,morning,NS,12,0,3,9,0,9,1.5,3,False,Fixed plan based on time-of-day profile.
184,2,morning,EW,12,6,0,0,7,7,3.0,6,False,Fixed plan based on time-of-day profile.
185,0,morning,EW,12,5,0,0,6,6,2.5,5,False,Fixed plan based on time-of-day profile.
185,1,morning,EW,12,3,0,0,6,6,1.5,3,False,Fixed plan based on time-of-day profile.
185,2,morning,NS,12,0,4,10,0,10,2.0,4,False,Fixed plan based on time-of-day profile.
186,0,morning,NS,12,0,2,8,0,8,1.0,2,False,Fixed plan based on time-of-day profile.
186,1,morning,NS,12,0,3,8,0,8,1.5,3,False,Fixed plan based on time-of-day profile.
186,2,morning,EW,12,6,0,0,6,6,3.0,6,False,Fixed plan based on time-of-day profile.
187,0,morning,EW,12,5,0,0,5,5,2.5,5,False,Fixed plan based on time-of-day profile.
187,1,morning,EW,12,5,0,0,7,7,2.5,5,False,Fixed plan based on time-of-day profile.
187,2,morning,NS,12,0,4,11,0,11,2.0,4,False,Fixed plan based on time-of-day profile.
188,0,morning,NS,12,0,2,8,0,8,1.0,2,False,Fixed plan based on time-of-day profile.
188,1,morning,NS,12,0,3,11,0,11,1.5,3,False,Fixed plan based on time-of-day profile.
188,2,morning,EW,12,4,0,0,6,6,2.0,4,False,Fixed plan based on time-of-day profile.
189,0,morning,EW,12,6,0,0,4,4,3.0,6,False,Fixed plan based on time-of-day profile.
189,1,morning,EW,12,4,0,0,7,7,2.0,4,False,Fixed plan based on time-of-day profile.
189,2,morning,NS,12,0,4,10,0,10,2.0,4,False,Fixed plan based on time-of-day profile.
190,0,morning,NS,12,0,4,10,0,10,2.0,4,False,Fixed plan based on time-of-day profile.
190,1,morning,NS,12,0,3,9,0,9,1.5,3,False,Fixed plan based on time-of-day profile.
190,2,morning,EW,12,3,0,0,8,8,1.5,3,False,Fixed plan based on time-of-day profile.
191,0,morning,EW,12,5,0,0,7,7,2.5,5,False,Fixed plan based on time-of-day profile.
191,1,morning,EW,12,5,0,0,5,5,2.5,5,False,Fixed plan based on time-of-day profile.
191,2,morning,NS,12,0,4,6,0,6,2.0,4,False,Fixed plan based on time-of-day profile.
192,0,morning,NS,12,0,4,11,0,11,2.0,4,False,Fixed plan based on time-of-day profile.
192,1,morning,NS,12,0,4,10,0,10,2.0,4,False,Fixed plan based on time-of-day profile.
192,2,morning,EW,12,5,0,0,8,8,2.5,5,False,Fixed plan based on time-of-day profile.
193,0,morning,EW,12,6,0,0,6,6,3.0,6,False,Fixed plan based on time-of-day profile.
193,1,morning,EW,12,3,0,0,7,7,1.5,3,False,Fixed plan based on time-of-day profile.
193,2,morning,NS,12,0,2,11,0,11,1.0,2,False,Fixed plan based on time-of-day profile.
194,0,morning,NS,12,0,4,11,0,11,2.0,4,False,Fixed plan based on time-of-day profile.
194,1,morning,NS,12,0,4,6,0,6,2.0,4,False,Fixed plan based on time-of-day profile.
194,2,morning,EW,12,5,0,0,4,4,2.5,5,False,Fixed plan based on time-of-day profile.
195,0,morning,EW,12,4,0,0,7,7,2.0,4,False,Fixed plan based on time-of-day profile.
195,1,morning,EW,12,3,0,0,6,6,1.5,3,False,Fixed plan based on time-of-day profile.
